187.9	2.8504	1.1824	1.668
191.6	2.8621	1.1874	1.6747
195.3	2.8793	1.1984	1.6809
199.3	2.8963	1.2081	1.6882
203.3	2.9143	1.2202	1.6941
207.3	2.9361	1.2335	1.7026
211.9	2.9733	1.2646	1.7087
216.4	3.001	1.2884	1.7125
221.4	3.0302	1.3148	1.7153
226.2	3.0504	1.3351	1.7153
231.3	3.08	1.3617	1.7183
237.1	3.1021	1.3864	1.7157
242.6	3.1336	1.4171	1.7164
249	3.1732	1.4587	1.7145
255.1	3.2199	1.5066	1.7133
261.6	3.2642	1.5544	1.7098
268.9	3.3037	1.5917	1.712
276.1	3.3315	1.6132	1.7182
284.4	3.3522	1.612	1.7402
292.4	3.368	1.5992	1.7688
300.9	3.3739	1.5777	1.7962
310.7	3.3827	1.5476	1.8351
320.4	3.3785	1.5097	1.8688
331.5	3.3825	1.4578	1.9247
342.5	3.3465	1.3868	1.9597
354.2	3.2872	1.3073	1.9799
367.9	3.2634	1.2574	2.006
381.5	3.2349	1.2125	2.0224
397.4	3.1323	1.1184	2.0138
413.3	3.0281	1.0229	2.0053
430.5	2.8984	0.91226	1.9862
450.9	2.8102	0.80482	2.0054
471.4	2.7255	0.69443	2.0311
495.9	3.0495	0.73973	2.3097
520.9	3.9063	1.3393	2.567
548.6	2.6381	1.2523	1.3858
582.1	1.2806	0.78572	0.49492
616.8	0.67873	0.48587	0.19285
659.5	0.37885	0.30479	0.074064
704.5	0.24658	0.20272	0.04386
756	0.16742	0.13617	0.031252
821.1	0.11155	0.088223	0.023328
892	0.07544	0.058488	0.016951
984	0.051724	0.036825	0.014899
1088	0.035952	0.023284	0.012667
1216	0.025533	0.01422	0.011313
1393	0.017103	0.0079055	0.009198
1610	0.012301	0.0042851	0.0080158
1937	0.010201	0.0019862	0.0082148
