187.9	2.5871	0.61344	1.9737
191.6	2.5879	0.60295	1.9849
195.3	2.597	0.59685	2.0001
199.3	2.5977	0.58675	2.0109
203.3	2.597	0.57523	2.0217
207.3	2.5684	0.55589	2.0125
211.9	2.5345	0.53202	2.0024
216.4	2.4941	0.50744	1.9866
221.4	2.4271	0.47466	1.9524
226.2	2.3748	0.44557	1.9292
231.3	2.3237	0.4215	1.9022
237.1	2.2824	0.39633	1.8861
242.6	2.2207	0.37107	1.8497
249	2.1612	0.34464	1.8166
255.1	2.0839	0.31652	1.7674
261.6	1.9932	0.28513	1.7081
268.9	1.8779	0.25001	1.6279
276.1	1.7442	0.21201	1.5322
284.4	1.6151	0.17258	1.4425
292.4	1.4738	0.13319	1.3406
300.9	1.2392	0.083995	1.1552
310.7	0.83631	0.029223	0.80708
320.4	0.52567	0.012543	0.51313
331.5	0.70769	0.12513	0.58256
342.5	1.8256	0.4289	1.3967
354.2	6.4125	2.3663	4.0462
367.9	11.397	5.7165	5.6809
381.5	2.457	1.5125	0.94451
397.4	0.91644	0.58641	0.33003
413.3	0.47117	0.31181	0.15936
430.5	0.27192	0.19649	0.075428
450.9	0.17682	0.12934	0.047484
471.4	0.12864	0.089664	0.038975
495.9	0.089228	0.062833	0.026394
520.9	0.064283	0.045691	0.018592
548.6	0.049095	0.033351	0.015744
582.1	0.033498	0.024074	0.0094234
616.8	0.025958	0.017711	0.0082466
659.5	0.017637	0.012667	0.0049699
704.5	0.012114	0.0091938	0.0029206
756	0.008194	0.0065931	0.0016009
821.1	0.0060421	0.0045211	0.001521
892	0.0041914	0.003114	0.0010774
984	0.0027777	0.0020278	0.00074991
1088	0.0018382	0.0013156	0.00052262
1216	0.0016205	0.00082025	0.00080026
1393	0.0012256	0.00046524	0.00076039
1610	0.00082282	0.00025552	0.00056731
1937	0.00067332	0.00011999	0.00055332
